"","site","day","month","year","date","precip","air_min","air_mean","air_max"
"399",1,6,10,2003,2003-10-06,"4.6","4","8.5","13"
"400",1,7,10,2003,2003-10-07,"1.4","8.2","11.1","14"
"401",1,8,10,2003,2003-10-08,"6.8","5.2","9","12.8"
"402",1,9,10,2003,2003-10-09,"3.2","5","10.1","15.2"
"403",1,10,10,2003,2003-10-10,"0.4","8.6","13.1","17.6"
"404",1,11,10,2003,2003-10-11,"3.5","9.2","13","16.8"
"405",1,12,10,2003,2003-10-12,"0","3.2","10.2","17.2"
"406",1,13,10,2003,2003-10-13,"0","6.2","10.8","15.4"
"407",1,14,10,2003,2003-10-14,"0","4.8","9.4","14"
"408",1,15,10,2003,2003-10-15,"0","3.2","8.7","14.2"
"409",1,16,10,2003,2003-10-16,"0","2.8","8.1","13.4"
"410",1,17,10,2003,2003-10-17,"0","2","7.5","13"
"411",1,18,10,2003,2003-10-18,"0","1.2","7","12.8"
"412",1,19,10,2003,2003-10-19,"0","-0.2","6.7","13.6"
"413",1,20,10,2003,2003-10-20,"0","0.4","5.7","11"
"414",1,21,10,2003,2003-10-21,"0","4.2","7.7","11.2"
"415",1,22,10,2003,2003-10-22,"0","1.4","5.4","9.4"
"416",1,23,10,2003,2003-10-23,"0","2.2","7","11.8"
"417",1,24,10,2003,2003-10-24,"3.3","-4.2","1.7","7.6"
"418",1,25,10,2003,2003-10-25,"1.2","2.8","6.4","10"
"419",1,26,10,2003,2003-10-26,"0","-1.2","5","11.2"
"420",1,27,10,2003,2003-10-27,"0","-3.2","2.5","8.2"
"421",1,28,10,2003,2003-10-28,"0","-2.2","2.9","8"
"422",1,29,10,2003,2003-10-29,"0","-2.2","4.1","10.4"
"423",1,30,10,2003,2003-10-30,"0.3","0","4.6","9.2"
"424",1,31,10,2003,2003-10-31,"7.2","6","7.9","9.8"
"425",1,1,11,2003,2003-11-01,"0.6","8.4","10.1","11.8"
"426",1,2,11,2003,2003-11-02,"4.4","5.2","7.5","9.8"
"427",1,3,11,2003,2003-11-03,"8.2","8.2","10.4","12.6"
"428",1,4,11,2003,2003-11-04,"5.2","7.2","9.5","11.8"
"429",1,5,11,2003,2003-11-05,"0","7.8","10.7","13.6"
"430",1,6,11,2003,2003-11-06,"0","2.4","8.9","15.4"
"431",1,7,11,2003,2003-11-07,"0","1.8","8.5","15.2"
"432",1,8,11,2003,2003-11-08,"0","3.4","7.2","11"
"433",1,9,11,2003,2003-11-09,"0","0.8","5.4","10"
"434",1,10,11,2003,2003-11-10,"0","0.6","5.5","10.4"
"435",1,11,11,2003,2003-11-11,"0","2.6","7.9","13.2"
"436",1,12,11,2003,2003-11-12,"0","2.4","6.1","9.8"
"437",1,13,11,2003,2003-11-13,"2.2","3.8","6.6","9.4"
"438",1,14,11,2003,2003-11-14,"0","4.4","8.3","12.2"
"439",1,15,11,2003,2003-11-15,"0","4.2","7.7","11.2"
"440",1,16,11,2003,2003-11-16,"1.6","4.6","8.1","11.6"
"441",1,17,11,2003,2003-11-17,"4.6","2.2","4.7","7.2"
"442",1,18,11,2003,2003-11-18,"3.8","3.4","7.9","12.4"
"443",1,19,11,2003,2003-11-19,"0.4","13.6","12.8","12"
"444",1,20,11,2003,2003-11-20,"0","9","11.1","13.2"
"445",1,21,11,2003,2003-11-21,"0","7.4","8.4","9.4"
"446",1,22,11,2003,2003-11-22,"2.4","7.8","9.6","11.4"
"447",1,23,11,2003,2003-11-23,"0.4","10.2","12.6","15"
"448",1,24,11,2003,2003-11-24,"3.8","4.8","9.6","14.4"
"449",1,25,11,2003,2003-11-25,"0","6.2","9.1","12"
"450",1,26,11,2003,2003-11-26,"5.1","4.6","7.3","10"
"451",1,27,11,2003,2003-11-27,"1.6","1.6","6.3","11"
"452",1,28,11,2003,2003-11-28,"0","-0.2","2.4","5"
"453",1,29,11,2003,2003-11-29,"0.3","-0.2","2.3","4.8"
"454",1,30,11,2003,2003-11-30,"2.6","1.2","4.4","7.6"
"455",1,1,12,2003,2003-12-01,"8.8","7.2","9","10.8"
"456",1,2,12,2003,2003-12-02,"0","4","8.4","12.8"
"457",1,3,12,2003,2003-12-03,"0","3.8","8.4","13"
"458",1,4,12,2003,2003-12-04,"0","4","6.7","9.4"
"459",1,5,12,2003,2003-12-05,"0","4.2","5","5.8"
"460",1,6,12,2003,2003-12-06,"0","3.6","5.1","6.6"
"461",1,7,12,2003,2003-12-07,"0","-2.2","2.4","7"
"462",1,8,12,2003,2003-12-08,"0","-4.2","-0.9","2.4"
"463",1,9,12,2003,2003-12-09,"0","-4.4","0.3","5"
"464",1,10,12,2003,2003-12-10,"0","-5.8","-0.3","5.2"
"465",1,11,12,2003,2003-12-11,"0","-3.2","0.6","4.4"
"466",1,12,12,2003,2003-12-12,"7.4","-1.2","2.6","6.4"
"467",1,13,12,2003,2003-12-13,"7.8","0.8","6.3","11.8"
"468",1,14,12,2003,2003-12-14,"14.2","6.2","9.1","12"
"469",1,15,12,2003,2003-12-15,"3.3","2.8","6.8","10.8"
"470",1,16,12,2003,2003-12-16,"8.4","2","3.4","4.8"
"471",1,17,12,2003,2003-12-17,"0.4","2.2","4.3","6.4"
"472",1,18,12,2003,2003-12-18,"0","-2.2","2.9","8"
"473",1,19,12,2003,2003-12-19,"0","-2.2","2.8","7.8"
"474",1,20,12,2003,2003-12-20,"0","0.8","4","7.2"
"475",1,21,12,2003,2003-12-21,"4.2","4.2","7.2","10.2"
"476",1,22,12,2003,2003-12-22,"7.2","0.4","3.8","7.2"
"477",1,23,12,2003,2003-12-23,"0.4","-0.2","2.9","6"
"478",1,24,12,2003,2003-12-24,"5.7","1.4","2.7","4"
"479",1,25,12,2003,2003-12-25,"0.6","3.8","6.1","8.4"
"480",1,26,12,2003,2003-12-26,"0","6.8","7.9","9"
"481",1,27,12,2003,2003-12-27,"5.7","5.2","7.6","10"
"482",1,28,12,2003,2003-12-28,"6.2","6","7.6","9.2"
"483",1,29,12,2003,2003-12-29,"5.8","1.2","4.4","7.6"
"484",1,30,12,2003,2003-12-30,"0","-1.2","2.2","5.6"
"485",1,31,12,2003,2003-12-31,"0","1","3.8","6.6"
"486",1,1,1,2004,2004-01-01,"0","-1.6","0.8","3.2"
"487",1,2,1,2004,2004-01-02,"7.2","0","0.2","0.4"
"488",1,3,1,2004,2004-01-03,"0","-7","-2.9","1.2"
"489",1,4,1,2004,2004-01-04,"0.5","-6.8","-3.4","0"
"490",1,5,1,2004,2004-01-05,"1.2","0.2","2.5","4.8"
"491",1,6,1,2004,2004-01-06,"7.4","3","4.9","6.8"
"492",1,7,1,2004,2004-01-07,"1.2","6.2","7.6","9"
"493",1,8,1,2004,2004-01-08,"0.3","3.8","6.5","9.2"
"494",1,9,1,2004,2004-01-09,"4.7","5.6","6.4","7.2"
"495",1,10,1,2004,2004-01-10,"3.2","2.2","5.6","9"
"496",1,11,1,2004,2004-01-11,"4.8","2.2","7","11.8"
"497",1,12,1,2004,2004-01-12,"7.4","5.2","8.8","12.4"
"498",1,13,1,2004,2004-01-13,"35","4.9","7.05","9.2"
"499",1,14,1,2004,2004-01-14,"0","4.2","7.2","10.2"
"500",1,15,1,2004,2004-01-15,"15.2","1","3.9","6.8"
"501",1,16,1,2004,2004-01-16,"5.6","3.2","10.5","17.8"
"502",1,17,1,2004,2004-01-17,"0","2.8","5.5","8.2"
"503",1,18,1,2004,2004-01-18,"0","1.4","3.8","6.2"
"504",1,19,1,2004,2004-01-19,"0.8","0","2.5","5"
"505",1,20,1,2004,2004-01-20,"17.4","4.8","7.3","9.8"
"506",1,21,1,2004,2004-01-21,"0.4","2.2","5","7.8"
"507",1,22,1,2004,2004-01-22,"0","2.4","3.4","4.4"
"508",1,23,1,2004,2004-01-23,"1.2","0.4","2.6","4.8"
"509",1,24,1,2004,2004-01-24,"2.4","0","2.5","5"
"510",1,25,1,2004,2004-01-25,"0","1.2","4.5","7.8"
"511",1,26,1,2004,2004-01-26,"1.3","-0.8","3.2","7.2"
"512",1,27,1,2004,2004-01-27,"0","-0.6","1.2","3"
"513",1,28,1,2004,2004-01-28,"1.2","-0.6","1.4","3.4"
"514",1,29,1,2004,2004-01-29,"10.8","-1.4","1.5","4.4"
"515",1,30,1,2004,2004-01-30,"0","0","1.5","3"
"516",1,31,1,2004,2004-01-31,"0.6","0.8","3.5","6.2"
"517",1,1,2,2004,2004-02-01,"6.1","5.2","8.7","12.2"
"518",1,2,2,2004,2004-02-02,"8.2","9.2","11","12.8"
"519",1,3,2,2004,2004-02-03,"0","10.4","11.6","12.8"
"520",1,4,2,2004,2004-02-04,"0","12.2","14","15.8"
"521",1,5,2,2004,2004-02-05,"0","11.2","13.8","16.4"
"522",1,6,2,2004,2004-02-06,"0","10.2","12","13.8"
"523",1,7,2,2004,2004-02-07,"2.6","6.2","10.1","14"
"524",1,8,2,2004,2004-02-08,"2.5","2.2","6.2","10.2"
"525",1,9,2,2004,2004-02-09,"1.9","1.6","4.5","7.4"
"526",1,10,2,2004,2004-02-10,"0","-1.2","2.5","6.2"
"527",1,11,2,2004,2004-02-11,"3.2","0.2","4.2","8.2"
"528",1,12,2,2004,2004-02-12,"0","4.2","6.3","8.4"
"529",1,13,2,2004,2004-02-13,"0","4.6","6.2","7.8"
"530",1,14,2,2004,2004-02-14,"0","5.4","7.6","9.8"
"531",1,15,2,2004,2004-02-15,"0","4.6","6.9","9.2"
"532",1,16,2,2004,2004-02-16,"0","-0.4","4.8","10"
"533",1,17,2,2004,2004-02-17,"0","2.4","6.4","10.4"
"534",1,18,2,2004,2004-02-18,"1.4","3.2","4.5","5.8"
"535",1,19,2,2004,2004-02-19,"2.2","0.8","4.5","8.2"
"536",1,20,2,2004,2004-02-20,"0","-2","1.4","4.8"
"537",1,21,2,2004,2004-02-21,"0","-2.2","1.2","4.6"
"538",1,22,2,2004,2004-02-22,"0","-1.2","2","5.2"
"539",1,23,2,2004,2004-02-23,"0","-2","2","6"
"540",1,24,2,2004,2004-02-24,"0.6","-2.2","2","6.2"
"541",1,25,2,2004,2004-02-25,"6.2","0.4","3.1","5.8"
"542",1,26,2,2004,2004-02-26,"8.8","-4.2","0.1","4.4"
"543",1,27,2,2004,2004-02-27,"17.4","-2","0.6","3.2"
"544",1,28,2,2004,2004-02-28,"0","-4.2","-0.7","2.8"
"545",1,29,2,2004,2004-02-29,"0","-4.4","0.4","5.2"
"546",1,1,3,2004,2004-03-01,"0","-4","0.1","4.2"
"547",1,2,3,2004,2004-03-02,"0","-2.4","1.5","5"
"548",1,3,3,2004,2004-03-03,"0","-2.2","3","8"
"549",1,4,3,2004,2004-03-04,"0","-2","3.5","9.6"
"550",1,5,3,2004,2004-03-05,"0.6","4.6","5.5","7.8"
"551",1,6,3,2004,2004-03-06,"6.2","2.4","4.5","7.8"
"552",1,7,3,2004,2004-03-07,"6.4","-0.4","3.5","7.6"
"553",1,8,3,2004,2004-03-08,"0.6","1","4","7.8"
"554",1,9,3,2004,2004-03-09,"0.4","1","4","7.6"
"555",1,10,3,2004,2004-03-10,"3.2","-0.2","2","4.8"
"556",1,11,3,2004,2004-03-11,"0.4","0.6","1","2.4"
"557",1,12,3,2004,2004-03-12,"0","-1.2","2","5.6"
"558",1,13,3,2004,2004-03-13,"3.2","1.6","5","9.2"
"559",1,14,3,2004,2004-03-14,"0.6","1.8","6","11.8"
"560",1,15,3,2004,2004-03-15,"0","7.2","9.5","12.8"
"561",1,16,3,2004,2004-03-16,"0","10","12","14.8"
"562",1,17,3,2004,2004-03-17,"0","7.4","11.5","16.6"
"563",1,18,3,2004,2004-03-18,"0","5.8","12","19.4"
"564",1,19,3,2004,2004-03-19,"1.6","6.8","10.5","15.2"
"565",1,20,3,2004,2004-03-20,"5.4","8.2","10","12.4"
"566",1,21,3,2004,2004-03-21,"2.7","7.7","9.5","12.2"
"567",1,22,3,2004,2004-03-22,"0","5.4","9","13"
"568",1,23,3,2004,2004-03-23,"0","1.4","5.5","10.8"
"569",1,24,3,2004,2004-03-24,"1.2","2.6","5.5","9.8"
"570",1,25,3,2004,2004-03-25,"0","-0.8","5","10"
"571",1,26,3,2004,2004-03-26,"0.4","-0.6","4.5","9.4"
"572",1,27,3,2004,2004-03-27,"0","-1","3.5","8.8"
"573",1,28,3,2004,2004-03-28,"0","-0.8","4.5","9.2"
"574",1,29,3,2004,2004-03-29,"0","-1","5","11.6"
"575",1,30,3,2004,2004-03-30,"0","-0.2","6.5","13"
"576",1,31,3,2004,2004-03-31,"0","3.4","9.5","16.8"
"577",1,1,4,2004,2004-04-01,"0","4","12","20.2"
"578",1,2,4,2004,2004-04-02,"0","9.8","14.5","20.2"
"579",1,3,4,2004,2004-04-03,"0.2","8.8","11","14.8"
"580",1,4,4,2004,2004-04-04,"1.2","5.2","10","15"
"581",1,5,4,2004,2004-04-05,"2.7","6","10.5","15.2"
"582",1,6,4,2004,2004-04-06,"6.2","4.8","7","10.6"
"583",1,7,4,2004,2004-04-07,"3.6","6.4","7","8.8"
"584",1,8,4,2004,2004-04-08,"0","3.6","6.5","10.4"
"585",1,9,4,2004,2004-04-09,"0.4","5","7","9.8"
"586",1,10,4,2004,2004-04-10,"0","4.8","5.5","7.8"
"587",1,11,4,2004,2004-04-11,"0","5.2","6","7.6"
"588",1,12,4,2004,2004-04-12,"0","1.2","5.5","10.8"
"589",1,13,4,2004,2004-04-13,"0","1.4","7.5","14.8"
"590",1,14,4,2004,2004-04-14,"0","1","6.5","12.4"
"591",1,15,4,2004,2004-04-15,"0","2.2","9","16.2"
"592",1,16,4,2004,2004-04-16,"0","3.2","10.5","18.8"
"593",1,17,4,2004,2004-04-17,"0","6.4","13","20.2"
"594",1,18,4,2004,2004-04-18,"0","5.4","12","19.8"
"595",1,19,4,2004,2004-04-19,"5.2","5","7.5","10.8"
"596",1,20,4,2004,2004-04-20,"0","1.8","8","15.8"
"597",1,21,4,2004,2004-04-21,"2.8","9.8","13.5","18.2"
"598",1,22,4,2004,2004-04-22,"0","3.6","9.5","16.8"
"599",1,23,4,2004,2004-04-23,"0","3","10.5","18.4"
"600",1,24,4,2004,2004-04-24,"0","3.4","10.5","18"
"601",1,25,4,2004,2004-04-25,"0","3.2","10.5","18.2"
"602",1,26,4,2004,2004-04-26,"0","7.2","13","19.4"
"603",1,27,4,2004,2004-04-27,"0","8.2","14","20.4"
"604",1,28,4,2004,2004-04-28,"0","9","15","21.8"
"605",1,29,4,2004,2004-04-29,"9.4","5.2","13","21.2"
"606",1,30,4,2004,2004-04-30,"0.8","10.4","14","18.2"
"607",1,1,5,2004,2004-05-01,"0","9.8","15","21.2"
"608",1,2,5,2004,2004-05-02,"0","7","12","17.2"
"609",1,3,5,2004,2004-05-03,"0","5.8","12","19"
"610",1,4,5,2004,2004-05-04,"0","5.4","12","19.2"
"611",1,5,5,2004,2004-05-05,"4.2","6","8.5","11.2"
"612",1,6,5,2004,2004-05-06,"0","2.8","7.5","13"
"613",1,7,5,2004,2004-05-07,"0","5","10","15.8"
"614",1,8,5,2004,2004-05-08,"17.2","7.2","9.5","12.4"
"615",1,9,5,2004,2004-05-09,"0.3","7.4","9.5","12.2"
"616",1,10,5,2004,2004-05-10,"0","8","11","14.8"
"617",1,11,5,2004,2004-05-11,"0","7.8","12.5","18"
"618",1,12,5,2004,2004-05-12,"0","8.2","9.5","11.8"
"619",1,13,5,2004,2004-05-13,"0","8.4","11","14.8"
"620",1,14,5,2004,2004-05-14,"0","2.4","7.5","13.2"
"621",1,15,5,2004,2004-05-15,"0","4.8","11.5","19.8"
"622",1,16,5,2004,2004-05-16,"0","5.8","13","21.2"
"623",1,17,5,2004,2004-05-17,"0","8.4","14.5","21.4"
"624",1,18,5,2004,2004-05-18,"0","8.4","15.5","23.8"
"625",1,19,5,2004,2004-05-19,"0","8.2","15.5","23.8"
"626",1,20,5,2004,2004-05-20,"0","8.8","16","24.2"
"627",1,21,5,2004,2004-05-21,"4","9","15.5","22.4"
"628",1,22,5,2004,2004-05-22,"1.3","3.2","9.5","16.4"
"629",1,23,5,2004,2004-05-23,"0","5","10","15.2"
"630",1,24,5,2004,2004-05-24,"0.6","2.6","8.5","15.2"
"631",1,25,5,2004,2004-05-25,"0","4","12","20"
"632",1,26,5,2004,2004-05-26,"0","3.2","10","17.8"
"633",1,27,5,2004,2004-05-27,"0","4.2","10.5","17"
"634",1,28,5,2004,2004-05-28,"0","3.8","10","17.2"
"635",1,29,5,2004,2004-05-29,"0","6.8","13","20.6"
"636",1,30,5,2004,2004-05-30,"2.4","12.4","17.5","23.6"
"637",1,31,5,2004,2004-05-31,"5.6","10.2","12.5","15.4"
"638",1,1,6,2004,2004-06-01,"3.8","10.4","14.5","19"
"639",1,2,6,2004,2004-06-02,"0.3","13","17","21.2"
"640",1,3,6,2004,2004-06-03,"3.2","11.8","13","15"
"641",1,4,6,2004,2004-06-04,"8.3","11.6","14.5","18.4"
"642",1,5,6,2004,2004-06-05,"0.6","11.8","15","19.2"
"643",1,6,6,2004,2004-06-06,"0","7.4","13.5","20"
"644",1,7,6,2004,2004-06-07,"0","11.4","16.5","22.2"
"645",1,8,6,2004,2004-06-08,"0","13.6","19.5","26.2"
"646",1,9,6,2004,2004-06-09,"0","16.4","23","30.4"
"647",1,10,6,2004,2004-06-10,"1.6","13.8","19.5","26"
"648",1,11,6,2004,2004-06-11,"10.2","12.6","15.5","19.2"
"649",1,12,6,2004,2004-06-12,"0.6","11.8","15.5","20"
"650",1,13,6,2004,2004-06-13,"1.8","11.8","14.5","18.2"
"651",1,14,6,2004,2004-06-14,"0","6.6","12","18.8"
"652",1,15,6,2004,2004-06-15,"0","10.4","17","24.2"
"653",1,16,6,2004,2004-06-16,"0.4","11.4","17.5","24"
"654",1,17,6,2004,2004-06-17,"0","13.6","17","21.8"
"655",1,18,6,2004,2004-06-18,"0","13.4","17","21"
"656",1,19,6,2004,2004-06-19,"12.4","9","13","17.8"
"657",1,20,6,2004,2004-06-20,"0","8.2","12.5","17.2"
"658",1,21,6,2004,2004-06-21,"0","9.2","13","17"
"659",1,22,6,2004,2004-06-22,"1.6","8","12.5","17.6"
"660",1,23,6,2004,2004-06-23,"5.9","11.4","15.5","20.2"
"661",1,24,6,2004,2004-06-24,"11.2","13.2","16.5","20"
"662",1,25,6,2004,2004-06-25,"0.3","10.6","14","18"
"663",1,26,6,2004,2004-06-26,"0","12.6","15.5","19.4"
"664",1,27,6,2004,2004-06-27,"2.6","14.4","17","20.6"
"665",1,28,6,2004,2004-06-28,"0","11.4","16.5","22.4"
"666",1,29,6,2004,2004-06-29,"0","10.4","15.5","21"
"667",1,30,6,2004,2004-06-30,"0","12.6","17","22"
"668",1,1,7,2004,2004-07-01,"1.2","13.2","19","25.6"
"669",1,2,7,2004,2004-07-02,"0","10.2","14.5","19.8"
"670",1,3,7,2004,2004-07-03,"4","12.2","15.5","19.2"
"671",1,4,7,2004,2004-07-04,"0.5","10.8","14.5","19"
"672",1,5,7,2004,2004-07-05,"10.8","13.4","15","17.6"
"673",1,6,7,2004,2004-07-06,"0","7.6","13.5","20.8"
"674",1,7,7,2004,2004-07-07,"0","10","16","22.4"
"675",1,8,7,2004,2004-07-08,"15.8","11.6","16.5","22.2"
"676",1,9,7,2004,2004-07-09,"4.7","12.2","17","22"
"677",1,10,7,2004,2004-07-10,"3.2","10.2","13","16.4"
"678",1,11,7,2004,2004-07-11,"2.2","10.4","13.5","17.8"
"679",1,12,7,2004,2004-07-12,"0.4","12.2","14.5","17.8"
"680",1,13,7,2004,2004-07-13,"3.7","10","12.5","15.2"
"681",1,14,7,2004,2004-07-14,"0","10.2","12.5","15.4"
"682",1,15,7,2004,2004-07-15,"0.4","15.2","17","19.2"
"683",1,16,7,2004,2004-07-16,"0","17.4","19","21"
"684",1,17,7,2004,2004-07-17,"0","14","18.5","23.6"
"685",1,18,7,2004,2004-07-18,"14.2","14","21.5","29.2"
"686",1,19,7,2004,2004-07-19,"8.8","12","18","24.2"
"687",1,20,7,2004,2004-07-20,"1.4","12.2","17","22.2"
"688",1,21,7,2004,2004-07-21,"2.2","15.2","19.5","24.2"
"689",1,22,7,2004,2004-07-22,"0.5","13","18.5","24.2"
"690",1,23,7,2004,2004-07-23,"26.8","16.8","21.5","27.2"
"691",1,24,7,2004,2004-07-24,"0","10","16","22.2"
"692",1,25,7,2004,2004-07-25,"0","12.2","17.5","23.8"
"693",1,26,7,2004,2004-07-26,"0.2","13.6","16.5","20.2"
"694",1,27,7,2004,2004-07-27,"0","8.8","14","20.8"
"695",1,28,7,2004,2004-07-28,"0","10","16.5","23.8"
"696",1,29,7,2004,2004-07-29,"0","10.6","17.5","25.4"
"697",1,30,7,2004,2004-07-30,"0","13.6","20.5","28.2"
"698",1,31,7,2004,2004-07-31,"0","13.4","19.5","26.8"
"699",1,1,8,2004,2004-08-01,"0","14.8","20","26.4"
"700",1,2,8,2004,2004-08-02,"0","14.2","20","26"
"701",1,3,8,2004,2004-08-03,"0","14.8","20.5","27.4"
"702",1,4,8,2004,2004-08-04,"0","15.2","22","29.2"
"703",1,5,8,2004,2004-08-05,"0","16.2","22.5","29.4"
"704",1,6,8,2004,2004-08-06,"2.2","19","24","29.4"
"705",1,7,8,2004,2004-08-07,"0.2","16.2","21","26.2"
"706",1,8,8,2004,2004-08-08,"0.8","16","21.5","27.4"
"707",1,9,8,2004,2004-08-09,"0","20.8","25.5","31.2"
"708",1,10,8,2004,2004-08-10,"0","21.8","26","31"
"709",1,11,8,2004,2004-08-11,"6.7","16.4","19.5","23.6"
"710",1,12,8,2004,2004-08-12,"0.8","17.2","21.5","26.8"
"711",1,13,8,2004,2004-08-13,"20.4","14.2","17","20.2"
"712",1,14,8,2004,2004-08-14,"23.6","15.2","18","21.8"
"713",1,15,8,2004,2004-08-15,"1.2","12.4","16","20.2"
"714",1,16,8,2004,2004-08-16,"11.4","14.2","20","26"
"715",1,17,8,2004,2004-08-17,"0.4","14.6","18","22"
"716",1,18,8,2004,2004-08-18,"0","16.8","20","24"
"717",1,19,8,2004,2004-08-19,"2.2","16.8","20.5","25.4"
"718",1,20,8,2004,2004-08-20,"8.2","13.6","17.5","22.2"
"719",1,21,8,2004,2004-08-21,"2.2","12.2","16","20.8"
"720",1,22,8,2004,2004-08-22,"2.8","10.4","14.5","19.2"
"721",1,23,8,2004,2004-08-23,"0","13.6","17","21.6"
"722",1,24,8,2004,2004-08-24,"2.2","13.4","18.5","24.2"
"723",1,25,8,2004,2004-08-25,"2","14","17","20.8"
"724",1,26,8,2004,2004-08-26,"6.8","13.4","15.5","18.2"
"725",1,27,8,2004,2004-08-27,"0.3","13.2","16.5","20"
"726",1,28,8,2004,2004-08-28,"12.2","14","15","16.8"
"727",1,29,8,2004,2004-08-29,"0","10","15.5","21.2"
"728",1,30,8,2004,2004-08-30,"0","12.2","15","18.8"
"729",1,31,8,2004,2004-08-31,"1.4","10.4","14","18.6"
"730",1,1,9,2004,2004-09-01,"0","8.2","13.5","19.2"
"731",1,2,9,2004,2004-09-02,"0","8.8","14.5","21.2"
"732",1,3,9,2004,2004-09-03,"0","12.2","18","24.8"
"733",1,4,9,2004,2004-09-04,"0","13","19.5","26.4"
"734",1,5,9,2004,2004-09-05,"0","14.4","20","26.2"
"735",1,6,9,2004,2004-09-06,"0","14.8","21","28.2"
"736",1,7,9,2004,2004-09-07,"0","15","21","27.6"
"737",1,8,9,2004,2004-09-08,"0","12","18.5","25.6"
"738",1,9,9,2004,2004-09-09,"0","11.2","18","25"
"739",1,10,9,2004,2004-09-10,"5.1","11.4","18.5","26.4"
"740",1,11,9,2004,2004-09-11,"1.4","12.2","17","22.2"
"741",1,12,9,2004,2004-09-12,"0","13.2","16","19.2"
"742",1,13,9,2004,2004-09-13,"0","11.6","15","19"
"743",1,14,9,2004,2004-09-14,"3.2","10.2","14.5","19.6"
"744",1,15,9,2004,2004-09-15,"4.4","8.4","13.5","19.4"
"745",1,16,9,2004,2004-09-16,"0.4","6.4","11.5","17.4"
"746",1,17,9,2004,2004-09-17,"0","6.6","12.5","19.8"
"747",1,18,9,2004,2004-09-18,"0","8.4","14","20.8"
"748",1,19,9,2004,2004-09-19,"1.2","11.4","16.5","22"
"749",1,20,9,2004,2004-09-20,"0","11.4","15","19.2"
"750",1,21,9,2004,2004-09-21,"0.2","10.6","13","16.6"
"751",1,22,9,2004,2004-09-22,"0","10.8","13.5","17.2"
"752",1,23,9,2004,2004-09-23,"11.8","11.6","13.5","16"
"753",1,24,9,2004,2004-09-24,"7","8.4","12.5","17"
"754",1,25,9,2004,2004-09-25,"14.5","9.2","10.5","12.6"
"755",1,26,9,2004,2004-09-26,"1.4","10.2","12","14.2"
"756",1,27,9,2004,2004-09-27,"0.3","10.4","13.5","17"
"757",1,28,9,2004,2004-09-28,"0","10.6","14","18.2"
"758",1,29,9,2004,2004-09-29,"0.3","11.8","14","17.2"
"759",1,30,9,2004,2004-09-30,"0","9.6","13","17.4"
"760",1,1,10,2004,2004-10-01,"0","11","14.5","18"
"761",1,2,10,2004,2004-10-02,"0","11.4","15","19.2"
"762",1,3,10,2004,2004-10-03,"0","11","13.5","16.4"
"763",1,4,10,2004,2004-10-04,"0","11.2","15","19.4"
"764",1,5,10,2004,2004-10-05,"0.4","13","16.5","20.1"
"765",1,6,10,2004,2004-10-06,"0.8","13.5","15.5","18.9"
"766",1,7,10,2004,2004-10-07,"1.5","10","13.5","17.2"
"767",1,8,10,2004,2004-10-08,"1","6.4","10","14.4"
"768",1,9,10,2004,2004-10-09,"0","9","10.5","12.5"
"769",1,10,10,2004,2004-10-10,"0","5.8","8","11.9"
"770",1,11,10,2004,2004-10-11,"0","5.6","8.5","12"
"771",1,12,10,2004,2004-10-12,"0","8","12","16.8"
"772",1,13,10,2004,2004-10-13,"0","7.8","12","17.8"
"773",1,14,10,2004,2004-10-14,"2.7","10.4","13.5","17"
"774",1,15,10,2004,2004-10-15,"0","7.8","10.5","14.8"
"775",1,16,10,2004,2004-10-16,"1.2","5","8.5","12.8"
"776",1,17,10,2004,2004-10-17,"0","14.2","12.5","11"
"777",1,18,10,2004,2004-10-18,"18.5","5.6","8","11.1"
"778",1,19,10,2004,2004-10-19,"0.6","4.8","8.5","13.6"
"779",1,20,10,2004,2004-10-20,"5.2","7.2","11","15.4"
"780",1,21,10,2004,2004-10-21,"7.6","9.8","14.5","20.6"
"781",1,22,10,2004,2004-10-22,"0","10","12.5","15"
"782",1,23,10,2004,2004-10-23,"0","10.2","13.5","17.4"
"783",1,24,10,2004,2004-10-24,"0","9.8","14","19.2"
"784",1,25,10,2004,2004-10-25,"0.4","5.6","11.5","18.2"
"785",1,26,10,2004,2004-10-26,"0","6.6","11.5","17.2"
"786",1,27,10,2004,2004-10-27,"0","8.2","12.5","17"
"787",1,28,10,2004,2004-10-28,"6.2","3.2","8","13"
"788",1,29,10,2004,2004-10-29,"0","8.2","12","16.2"
"789",1,30,10,2004,2004-10-30,"0","3.4","8.5","14"
"790",1,31,10,2004,2004-10-31,"0","3.6","9","15.4"
"791",1,1,11,2004,2004-11-01,"0","5.6","8.5","12"
"792",1,2,11,2004,2004-11-02,"5.4","7.6","9","11.4"
"793",1,3,11,2004,2004-11-03,"0.6","6.8","8.5","11.2"
"794",1,4,11,2004,2004-11-04,"0","6.2","8.5","11.6"
"795",1,5,11,2004,2004-11-05,"0.6","4.2","8.5","13"
"796",1,6,11,2004,2004-11-06,"0","5.2","8","11.2"
"797",1,7,11,2004,2004-11-07,"0","6.8","9","12"
"798",1,8,11,2004,2004-11-08,"0","5.2","8.5","12.6"
"799",1,9,11,2004,2004-11-09,"1.8","1.8","4","7.2"
"800",1,10,11,2004,2004-11-10,"0","0","4.5","9.4"
"801",1,11,11,2004,2004-11-11,"2.8","2.6","5","8.8"
